,location_id,rank,true product,true product's sales,predicted product,predicted product's true sales,predicted product's true rank
76,"""024cb024-0402-491d-aaac-e4b65709725c""",17,Coflin Expectorant x100ml,19.0,Emzolyn Cough Syrup Adult,10.0,26
77,"""024cb024-0402-491d-aaac-e4b65709725c""",18,Funbact A 30g Cream,12.0,Astyfer Capsules x30,,
78,"""024cb024-0402-491d-aaac-e4b65709725c""",19,Aboniki Balm,12.0,Coflin Expectorant x100ml,19.0,17
79,"""024cb024-0402-491d-aaac-e4b65709725c""",20,Lofnac Gel 30g,12.0,Em-Vit-C 100ml Syrup,20.0,9
80,"""024d2bfa-490e-4231-b434-b065c13fb914""",1,Gentamicin Eye/Ear Drop,50.0,Lonart DS 80/480mg Tablets x6,15.0,37
81,"""024d2bfa-490e-4231-b434-b065c13fb914""",2,Cream Skineal x15g,48.0,Amatem 80/480 Softgel x6,33.0,17
82,"""024d2bfa-490e-4231-b434-b065c13fb914""",3,Visita Plus 30g Cream,48.0,M&B Paracetamol Syrup 1 X 60ml Bottle,40.0,9
83,"""024d2bfa-490e-4231-b434-b065c13fb914""",4,Gascol Suspension x150ml,48.0,Aboniki Balm,13.0,45
84,"""024d2bfa-490e-4231-b434-b065c13fb914""",5,Postpill 150mcg Tablet,48.0,De-Deon's Syrup 280ml,3.0,96
85,"""024d2bfa-490e-4231-b434-b065c13fb914""",6,Fiesta Prolong,48.0,Camosunate Children 150mg/50mg Tablets (1-6years) x6,,
86,"""024d2bfa-490e-4231-b434-b065c13fb914""",7,Tab Paracetamol (M&B) 500mg x96,45.0,Pyrantrin Tablet x6,40.0,11
87,"""024d2bfa-490e-4231-b434-b065c13fb914""",8,Emzor Paracetamol 500mg Tablets x96,41.0,Camosunate 300mg/100mg (7-13years),,
88,"""024d2bfa-490e-4231-b434-b065c13fb914""",9,M&B Paracetamol Syrup 1 X 60ml Bottle,40.0,Tab Paracetamol (M&B) 500mg x96,45.0,7
89,"""024d2bfa-490e-4231-b434-b065c13fb914""",10,Emtrim 50ml Suspension,40.0,Coartem 80/480mg Tablets x6,14.0,40
90,"""024d2bfa-490e-4231-b434-b065c13fb914""",11,Pyrantrin Tablet x6,40.0,Gestid 200ml Suspension,10.0,52
91,"""024d2bfa-490e-4231-b434-b065c13fb914""",12,Diclomol Gel 30g,40.0,Coflin Expectorant x100ml,,
92,"""024d2bfa-490e-4231-b434-b065c13fb914""",13,Ascochew Vitamin C (White),38.0,Coflin Cough Linctus x100ml,21.0,24
93,"""024d2bfa-490e-4231-b434-b065c13fb914""",14,Tab Boska x20,38.0,Broncholyte 4mg/5ml Elixir x100ml,6.0,78
94,"""024d2bfa-490e-4231-b434-b065c13fb914""",15,Ascochew Vitamin C (Orange),37.0,Ciprotab 500mg Tablets x10,8.0,59
95,"""024d2bfa-490e-4231-b434-b065c13fb914""",16,Syrup Paracetamol 125mg/5ml (Emzor),33.0,Emzolyn Cough Syrup Adult,24.0,21
96,"""024d2bfa-490e-4231-b434-b065c13fb914""",17,Amatem 80/480 Softgel x6,33.0,Brustan-N 100mg/5ml Suspension x100ml,,
97,"""024d2bfa-490e-4231-b434-b065c13fb914""",18,Danacid Tablets x96,30.0,Methylated Spirit (Moko) x200ml,14.0,41
98,"""024d2bfa-490e-4231-b434-b065c13fb914""",19,Ciprotab 500mg Tablets x14,29.0,Bunto Blood Caps x100,,
99,"""024d2bfa-490e-4231-b434-b065c13fb914""",20,Epiderm Cream 30g,25.0,Em-Vit-C 100ml Syrup,,
100,"""03bfc746-201a-44f9-81b0-5d1cdceedcd4""",1,Bond Paracetamol 500mg Tablets x96,45.0,Asad 200ml Suspension,15.0,6
101,"""03bfc746-201a-44f9-81b0-5d1cdceedcd4""",2,Tanzole 400mg Tablets,40.0,Bonababe Syrup,,
102,"""03bfc746-201a-44f9-81b0-5d1cdceedcd4""",3,Asad Suspension 100ml 1x1 Bottle,37.0,Contact Cold Capsule,5.0,13
103,"""03bfc746-201a-44f9-81b0-5d1cdceedcd4""",4,Tuxil D Adult 100ml Cough Syrup,24.0,Panadol Extra,1.0,29
104,"""03bfc746-201a-44f9-81b0-5d1cdceedcd4""",5,Tuxil D Children Cough Syrup,18.0,Asad Suspension 100ml 1x1 Bottle,37.0,3
105,"""03bfc746-201a-44f9-81b0-5d1cdceedcd4""",6,Asad 200ml Suspension,15.0,Emzolyn Cough Syrup Adult,2.0,26
106,"""03bfc746-201a-44f9-81b0-5d1cdceedcd4""",7,Krisacid Tablet x100,13.0,Syringe 5ml,,
107,"""03bfc746-201a-44f9-81b0-5d1cdceedcd4""",8,Diclokris 50mg Tablet,10.0,Emzolyn Cough Syrup Child,5.0,17
108,"""03bfc746-201a-44f9-81b0-5d1cdceedcd4""",9,Maxiron Capsule,8.0,Avrocid 200ml Suspension,5.0,16
109,"""03bfc746-201a-44f9-81b0-5d1cdceedcd4""",10,Pilex Capsule,6.0,Syringe 2ml,,
110,"""03bfc746-201a-44f9-81b0-5d1cdceedcd4""",11,Cof Off Adult,6.0,Gestid 200ml Suspension,3.0,22
111,"""03bfc746-201a-44f9-81b0-5d1cdceedcd4""",12,Coflin Expectorant x100ml,6.0,Shaltoux Lozenges x200,1.0,35
112,"""03bfc746-201a-44f9-81b0-5d1cdceedcd4""",13,Contact Cold Capsule,5.0,Fidson Vitamin C 100ml Syrup,,
113,"""03bfc746-201a-44f9-81b0-5d1cdceedcd4""",14,Ors G Oral,5.0,Panda Paracetamol 15ml Drops,,
114,"""03bfc746-201a-44f9-81b0-5d1cdceedcd4""",15,Wosan Ointment,5.0,Infusion Giving set,,
115,"""03bfc746-201a-44f9-81b0-5d1cdceedcd4""",16,Avrocid 200ml Suspension,5.0,Tuxil-N Syrup Child 100ml,,
116,"""03bfc746-201a-44f9-81b0-5d1cdceedcd4""",17,Emzolyn Cough Syrup Child,5.0,Tuxil D Adult 100ml Cough Syrup,24.0,4
117,"""03bfc746-201a-44f9-81b0-5d1cdceedcd4""",18,Supermag 200ml Suspension,4.0,Arthemed 80/480mg Tablets x6,,
118,"""03bfc746-201a-44f9-81b0-5d1cdceedcd4""",19,Curefenac 100mg,3.0,Brustan-N 100mg/5ml Suspension x100ml,,
119,"""03bfc746-201a-44f9-81b0-5d1cdceedcd4""",20,Inflanil Tablet,3.0,Ibucap Cold & Flu 100ml Syrup,,
120,"""04092371-d11b-46b2-a152-c68555932b73""",1,Artemether/Lumefantrine 80/480mg Tablet x6,36.0,Ciprofloxacin (Tablet) 500mg 1 X 10 blister,30.0,2
121,"""04092371-d11b-46b2-a152-c68555932b73""",2,Ciprofloxacin (Tablet) 500mg 1 X 10 blister,30.0,Bond Paracetamol 500mg Tablets x96,28.0,3
122,"""04092371-d11b-46b2-a152-c68555932b73""",3,Bond Paracetamol 500mg Tablets x96,28.0,Danacid Tablets x96,5.0,37
123,"""04092371-d11b-46b2-a152-c68555932b73""",4,Really Xtra Tablets x10,21.0,Panadol Extra,5.0,32
124,"""04092371-d11b-46b2-a152-c68555932b73""",5,Asad Suspension 100ml 1x1 Bottle,18.0,Panda Paracetamol 15ml Drops,5.0,38
125,"""04092371-d11b-46b2-a152-c68555932b73""",6,Tab Brustan-N,16.0,Super Apeti 2 x 10 Tablets,6.0,28
126,"""04092371-d11b-46b2-a152-c68555932b73""",7,Pinnazole Omeprazole 20mg Capsules x14,15.0,Krishat Cimetidine 400mg Tablets x20,8.0,17
127,"""04092371-d11b-46b2-a152-c68555932b73""",8,Brustan-N 100mg/5ml Suspension x100ml,14.0,Tab Brustan-N,16.0,6
128,"""04092371-d11b-46b2-a152-c68555932b73""",9,Curefenac 100mg,10.0,Ibucap Cold & Flu Tablets x4,8.0,16
129,"""04092371-d11b-46b2-a152-c68555932b73""",10,Viscoplex Vitamin B Complex Injection 10ml,10.0,Bonababe Syrup,9.0,14
130,"""04092371-d11b-46b2-a152-c68555932b73""",11,Cimetidine (Krishat) 200mg Tablets,9.0,Codolin 100ml Cough Syrup,5.0,29
131,"""04092371-d11b-46b2-a152-c68555932b73""",12,Ibu Age (Ibuprofen) 400mg Tablets x10,9.0,Swidar 500/25mg x3,5.0,30
132,"""04092371-d11b-46b2-a152-c68555932b73""",13,Brustan Extra Tablets,9.0,Contact Cold Capsule,3.0,71
133,"""04092371-d11b-46b2-a152-c68555932b73""",14,Bonababe Syrup,9.0,Lofnac Tablets x10,,
134,"""04092371-d11b-46b2-a152-c68555932b73""",15,Tutolin Children Cough Syrup x100ml,9.0,Artemether/Lumefantrine 80/480mg Tablet x6,36.0,1
135,"""04092371-d11b-46b2-a152-c68555932b73""",16,Ibucap Cold & Flu Tablets x4,8.0,Really Xtra Tablets x10,21.0,4
136,"""04092371-d11b-46b2-a152-c68555932b73""",17,Krishat Cimetidine 400mg Tablets x20,8.0,Curefenac 100mg,10.0,9
137,"""04092371-d11b-46b2-a152-c68555932b73""",18,Cod Liver Oil 1000mg Soft Gel Capsule 30,8.0,Syrup Paracetamol 125mg/5ml (Emzor),7.0,20
138,"""04092371-d11b-46b2-a152-c68555932b73""",19,ABF-3 Cream 20g,8.0,Amoxicillin (Unbranded) 500mg Capsules x100,1.0,183
139,"""04092371-d11b-46b2-a152-c68555932b73""",20,Syrup Paracetamol 125mg/5ml (Emzor),7.0,Gestid Tablets x20,,
140,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",1,Methylated Spirit (Moko) x200ml,3.0,Lonart DS 80/480mg Tablets x6,,
141,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",2,Lonart 20/120mg 60ml Suspension,2.0,Amatem 80/480 Softgel x6,,
142,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",3,Amoksiklav Tablet 625mg x14,2.0,Panadol Extra,,
143,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",4,Flucor Day Capsules,2.0,Brustan-N 100mg/5ml Suspension x100ml,1.0,6
144,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",5,Swifen Suspension 100ml,2.0,Gestid 200ml Suspension,,
145,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",6,Brustan-N 100mg/5ml Suspension x100ml,1.0,Bonababe Syrup,,
146,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",7,Panadol (Regular) 500mg 10x10,1.0,Coartem 80/480mg Tablets x6,,
147,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",8,Ruzu Bitters x200ml,1.0,Emzolyn Cough Syrup Adult,,
148,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",9,Astyfer Capsules x30,1.0,Coflin Expectorant x100ml,,
149,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",10,Ascorex Expectorant x100ml,1.0,Syrup Paracetamol 125mg/5ml (Emzor),,
150,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",11,Pregnacare Plus + Omega 3,1.0,Aboniki Balm,,
151,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",12,Loxagyl 200mg Tablets x100,1.0,Panda Paracetamol 15ml Drops,,
152,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",13,Gaviscon Suspension 200ml,1.0,Camosunate Children 150mg/50mg Tablets (1-6years) x6,,
153,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",14,Nospamin Drops,1.0,Neofylin Cough Syrup,,
154,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",15,Aminopep Syrup 200ml,1.0,Pyrantrin Tablet x6,,
155,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",16,Neurovite Forte Tablet x100,1.0,Artequick 62.5/375mg Tablets x4,,
156,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",17,Ocefix 100mg/5ml Suspension x60ml,1.0,P-Alaxin 40/320mg Tablets x9,,
157,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",18,Dulcolax 5mg x10 Tablets,1.0,Gestid Tablets x20,,
158,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",19,,,Camosunate 300mg/100mg (7-13years),,
159,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",20,,,Em-Vit-C 100ml Syrup,,
160,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",1,Lofnac Plus Tablets x10,19.0,Tab Brustan-N,,
161,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",2,Lofnac Tablets x10,17.0,Lonart DS 80/480mg Tablets x6,6.0,9
162,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",3,M&B Paracetamol Syrup 1 X 60ml Bottle,12.0,Amatem 80/480 Softgel x6,4.0,24
163,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",4,Em-Vit-C 100ml Syrup,10.0,Brustan-N 100mg/5ml Suspension x100ml,,
164,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",5,Postinor 2,10.0,Babyrex Baby Mixture x60ml,,
165,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",6,Panda Paracetamol 15ml Drops,10.0,Funbact A 30g Cream,5.0,10
166,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",7,Vitamin C Drops,10.0,Camosunate Children 150mg/50mg Tablets (1-6years) x6,3.0,34
167,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",8,Ors G Oral,9.0,Bonababe Syrup,,
168,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",9,Lonart DS 80/480mg Tablets x6,6.0,Aboniki Balm,,
169,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",10,Funbact A 30g Cream,5.0,De-Deon's Syrup 280ml,,
170,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",11,Methylated Spirit (Moko) x200ml,5.0,Pyrantrin Tablet x6,,
171,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",12,Cream Skineal x15g,5.0,Panda Paracetamol 15ml Drops,10.0,6
172,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",13,Vasoprin 75mg Tablets x100,5.0,Bunto blood Tonic x300ml,4.0,27
173,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",14,Gascol Suspension x150ml,5.0,Em-Vit-C 100ml Syrup,10.0,4
174,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",15,Neofylin Cough Syrup,5.0,Panadol Extra,,
175,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",16,Tuxil N Adult Cough Syrup,5.0,Tab Paracetamol (M&B) 500mg x96,,
176,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",17,Gvither Plus Tablets,5.0,Coartem 80/480mg Tablets x6,,
177,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",18,Tydineal Cream 20g,5.0,Emzolyn Cough Syrup Adult,4.0,26
178,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",19,Ciprotab 500mg Tablets x10,4.0,Postpill 150mcg Tablet,4.0,28
179,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",20,P-Alaxin 40/320mg Tablets x9,4.0,M&B Paracetamol Syrup 1 X 60ml Bottle,12.0,3
180,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",1,Amatem 80/480 Softgel x6,49.0,Aboniki Balm,20.0,4
181,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",2,Zentel 200mg Tablets x2,39.0,Zentel 200mg Tablets x2,39.0,2
182,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",3,menthodex,31.0,Amatem 80/480 Softgel x6,49.0,1
183,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",4,Aboniki Balm,20.0,D-Koff 100ml Expectorant ,13.0,16
184,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",5,Tab Sudrex 500mg/30mg,20.0,Lonart 20/120mg 60ml Suspension,,
185,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",6,Tab Vega 100,19.0,Ciprotab 500mg Tablets x14,4.0,49
186,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",7,Artequick 62.5/375mg Tablets x4,19.0,Gestid 200ml Suspension,14.0,15
187,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",8,Emal Injection 150mg/2ml x3,18.0,Lokmal QS Combi,2.0,99
188,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",9,Gestid Tablets x20,18.0,Clartem (DS) 80/480mg Tablets x6,17.0,11
189,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",10,Lonart DS 80/480mg Tablets x6,17.0,Em-Vit-C 100ml Syrup,10.0,23
190,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",11,Clartem (DS) 80/480mg Tablets x6,17.0,Tab Sudrex 500mg/30mg,20.0,5
191,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",12,Cream Skineal x15g,16.0,Lonart DS 80/480mg Tablets x6,17.0,10
