,location_id,rank,true product,true product's sold_count,predicted new product
53,"""01aa6102-a054-4f25-a747-a39a4ea86769""",54,Bond Paracetamol 500mg Tablets x96,4,Gripe Water S/S
54,"""01aa6102-a054-4f25-a747-a39a4ea86769""",55,Emzor Paracetamol 500mg Tablets x96,3,Amatem 80/480 Softgel x6
55,"""01aa6102-a054-4f25-a747-a39a4ea86769""",56,Cream Skineal x15g,3,Arthemed 80/480mg Tablets x6
56,"""01aa6102-a054-4f25-a747-a39a4ea86769""",57,Syr Astymin x200ml,3,NCP Antiseptic Liquid 200ml
57,"""01aa6102-a054-4f25-a747-a39a4ea86769""",58,Ors G Oral,3,Mycoten Baby Cream 20g
58,"""01aa6102-a054-4f25-a747-a39a4ea86769""",59,Woodward's Gripe Water (Big Size) 150ml,3,Ranferon-12 100ml Syrup
59,"""01aa6102-a054-4f25-a747-a39a4ea86769""",60,Coflin Expectorant x100ml,3,Tutolin Expectorant x100ml
60,"""01aa6102-a054-4f25-a747-a39a4ea86769""",61,Tab Loxagyl 400mg,3,Amoxil Unbranded 250mg Capsules x100
61,"""01aa6102-a054-4f25-a747-a39a4ea86769""",62,De-Deon's Syrup 280ml,3,Mycoten V Cream
62,"""01aa6102-a054-4f25-a747-a39a4ea86769""",63,Emzolyn Cough Syrup Adult,3,Ciprofloxacin Infusion x1
63,"""01aa6102-a054-4f25-a747-a39a4ea86769""",64,Vitamin C Drops,3,Neurogesic 1 X 85g Ointment
64,"""01aa6102-a054-4f25-a747-a39a4ea86769""",65,Moko Iodine,3,Assurance Pt Strips X50
65,"""01aa6102-a054-4f25-a747-a39a4ea86769""",66,Tuxil N Adult Cough Syrup,3,Abidec Multivitamin Drops
66,"""01aa6102-a054-4f25-a747-a39a4ea86769""",67,Hydrocortisone 15g Cream,3,Arenax Plus Forte 80/480mg Tablets x6
67,"""01aa6102-a054-4f25-a747-a39a4ea86769""",68,Amatem  20/120mg x12 Softgels,3,P-Alaxin 80/640mg 80ml Suspension
68,"""01aa6102-a054-4f25-a747-a39a4ea86769""",69,Lofnac Gel 30g,3,Silverbird Eucalyptus Oil
69,"""01aa6102-a054-4f25-a747-a39a4ea86769""",70,Orheptal Tonic 300ml,3,Buscomac Tab 10mg
70,"""01aa6102-a054-4f25-a747-a39a4ea86769""",71,AfrabVite Multivitamin Syrup 100ml,3,Artequick 62.5/375mg Tablets x4
71,"""01aa6102-a054-4f25-a747-a39a4ea86769""",72,Bunto Syrup Tonic 1L,3,Folic acid + B12 Tablets (Dr Meyer's) x100
72,"""01aa6102-a054-4f25-a747-a39a4ea86769""",73,Vitamin C Tab x 100 Coloured,3,Ferrotogen Tonic 200ml
73,"""01aa6102-a054-4f25-a747-a39a4ea86769""",74,Piscof Syrup,3,Chest and Lungs Tablet
74,"""01aa6102-a054-4f25-a747-a39a4ea86769""",75,Super Apeti 2 x 10 Tablets,3,Coartem 20/120mg x6 Tablets
75,"""01aa6102-a054-4f25-a747-a39a4ea86769""",76,Exiplon Adult Cough Syrup 100ml ,3,Ibex 200mg Capsules x24
76,"""01aa6102-a054-4f25-a747-a39a4ea86769""",77,Exiplon Children Cough Syrup ,3,Postpill 150mcg Tablet
77,"""01aa6102-a054-4f25-a747-a39a4ea86769""",78,Em-Vit-C 100ml Syrup,2,Chloroquine Injection 300mg/5ml
78,"""01aa6102-a054-4f25-a747-a39a4ea86769""",79,Funbact A 30g Cream,2,Emtrisil Suspension 200ml
79,"""01aa6102-a054-4f25-a747-a39a4ea86769""",80,Gestid 200ml Suspension,2,Astymin Capsules x20
80,"""01aa6102-a054-4f25-a747-a39a4ea86769""",81,Methylated Spirit (Moko) x200ml,2,Mycoten 20g Cream
81,"""01aa6102-a054-4f25-a747-a39a4ea86769""",82,Panadol (Regular) 500mg 10x10,2,Postinor 2
82,"""01aa6102-a054-4f25-a747-a39a4ea86769""",83,Tribotan Child,2,Neurogesic Extra 85g Ointment
83,"""01aa6102-a054-4f25-a747-a39a4ea86769""",84,Panadol Extra,2,Ampiclox (Unbranded) 500mg Capsules x100
84,"""01aa6102-a054-4f25-a747-a39a4ea86769""",85,Daravit Capsules x30,2,Clofenac 100mg Tablets x100
85,"""01aa6102-a054-4f25-a747-a39a4ea86769""",86,Coflin Cough Linctus x100ml,2,Neofylin Cough Syrup
86,"""01aa6102-a054-4f25-a747-a39a4ea86769""",87,Lonart 20/120mg 60ml Suspension,2,Camosunate Adult 300/100mg Tablets x12
87,"""01aa6102-a054-4f25-a747-a39a4ea86769""",88,Bunto Blood Caps x100,2,Krishat Diclofenac Injection
88,"""01aa6102-a054-4f25-a747-a39a4ea86769""",89,Dolo-Meta B x100,2,Bromex Plus 100ml Cough Syrup 
89,"""01aa6102-a054-4f25-a747-a39a4ea86769""",90,De-Deon's Syrup 150ml,2,Shal'artem 80/480mg Tablets x6
90,"""01aa6102-a054-4f25-a747-a39a4ea86769""",91,Emzolyn Cough Syrup Child,2,Man G Sildenafil 100mg Tablets x4
91,"""01aa6102-a054-4f25-a747-a39a4ea86769""",92,NGC - Valgin Tabs 10X100,2,Ampicillin 250mg Capsules x100
92,"""01aa6102-a054-4f25-a747-a39a4ea86769""",93,Bond Vitamin C 100mg Tablets x1000 (White),2,Yoyo Bitters 200ml
93,"""01aa6102-a054-4f25-a747-a39a4ea86769""",94,Tuxil D Children Cough Syrup,2,Amatem Forte 80/480mg tablets x6
94,"""01aa6102-a054-4f25-a747-a39a4ea86769""",95,Tuxil-N Syrup Child 100ml,2,Vitamin C (Chewable) x1000
95,"""01aa6102-a054-4f25-a747-a39a4ea86769""",96,Acneaway Cream 20g,2,Yeast Tablets x1000
96,"""01aa6102-a054-4f25-a747-a39a4ea86769""",97,Em-B-Plex Tablets x100,2,Clofenac 50mg Tablets x100
97,"""01aa6102-a054-4f25-a747-a39a4ea86769""",98,Epiderm Cream 30g,2,Meprasil x20
98,"""01aa6102-a054-4f25-a747-a39a4ea86769""",99,Vamiron Tonic  - 1 x 200ml Syrup,2,Camosunate 300mg/100mg (7-13years)
99,"""01aa6102-a054-4f25-a747-a39a4ea86769""",100,No Pain Tablets x100,2,Felvin 20mg Capsules x100
100,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",1,Ibucap x20,5,De-Deon's Syrup 280ml
101,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",2,Lofnac Tablets x10,5,Camosunate Children 150mg/50mg Tablets (1-6years) x6
102,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",3,Nutravit Syrup 100ml,5,Bunto Blood Caps x100
103,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",4,Chlorpheniramine 10mg/ml Injection x10,5,M&B Paracetamol Syrup 1 X 60ml Bottle
104,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",5,Fleming 1000mg x14,4,Menthodex Syrup
105,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",6,Imodium 2mg Capsules x6,4,Neofylin Cough Syrup
106,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",7,Zentel 200mg Tablets x2,3,Ciprotab 500mg Tablets x10
107,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",8,Woodward's Gripe Water (Big Size) 150ml,3,Postinor 2
108,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",9,Actifed Tablets,3,Amatem 80/480 Softgel x6
109,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",10,Zinnat Tablets 500mg x10,3,Bunto blood Tonic x300ml
110,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",11,K-Y Jelly 50g,3,Meprasil x20
111,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",12,Lincomman Capsules x12,3,Methylated Spirit (Moko) x200ml
112,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",13,Hovimax 250mg Tablets x6,3,Brustan-N 100mg/5ml Suspension x100ml
113,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",14,Ascomed Vitamin C 100mg (Chewable) Tablets x100,3,Pyrantrin Tablet x6
114,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",15,Lonart DS 80/480mg Tablets x6,2,Babyrex Baby Mixture x60ml
115,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",16,Coflin Cough Linctus x100ml,2,Tab Brustan-N
116,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",17,Gynaecocid Tabs,2,Erythromicin 500mg tablets
117,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",18,Coartem 20/120mg x6 Tablets,2,Tab Paracetamol (M&B) 500mg x96
118,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",19,Lokmal QS Combi,2,Artequick 62.5/375mg Tablets x4
119,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",20,Wellwoman Original Tablets x30,2,Vasoprin 75mg Tablets x100
120,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",21,Meyer's B-Complex Tabs x100,2,Lonart 20/120mg Tablets x24
121,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",22,Lofnac Plus Tablets x10,2,Broncholyte 4mg/5ml Elixir x100ml
122,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",23,Neurovite Forte Tablet x100,2,Abidec Multivitamin Drops
123,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",24,Anorol 10x10 Tab,2,Ciprotab 500mg Tablets x14
124,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",25,Dermazin Cream 50g Cream,2,Aboniki Balm
125,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",26,Orphesic x100 Tablets,2,Postpill 150mcg Tablet
126,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",27,Biocine 500mg Capsules x20,2,Amatem 20/120mg x24 Softgels
127,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",28,Rophegan Promethazine 100ml Syrup,2,Funbact A 30g Cream
128,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",29,Nature's Field Vitamin C 1000mg Tablets 1x10x10,2,Coartem 80/480mg Tablets x6
129,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",30,Syrup Paracetamol 125mg/5ml (Emzor),1,Folic acid + B12 Tablets (Dr Meyer's) x100
130,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",31,Ruzu Bitters x200ml,1,Camosunate 300mg/100mg (7-13years)
131,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",32,Tab Loxagyl 400mg,1,Glucophage 500mg Tablets x30
132,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",33,Livolin Forte Capsules x30,1,Oceanic Cod Liver Oil 1000mg Capsules x30
133,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",34,Omega H3 Capsules x30,1,Coflin Expectorant x100ml
134,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",35,Well Woman Plus + Omega 3 x60,1,Amalar 500/25mg Tablets x3
135,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",36,Strepsils (Honey and Lemon) ×24,1,Pyrantrin 15ml Suspension
136,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",37,Bonababe Syrup,1,Emzolyn Cough Syrup Adult
137,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",38,Cenpain Night,1,Fleming 625mg x14
138,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",39,Strepsils (Orange + Vitamin C) x24,1,Camosunate Adult 300/100mg Tablets x12
139,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",40,Strepsils (Intensive) ×16,1,Cream Skineal x15g
140,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",41,Tab Vega 100,1,Clofenac 50mg Tablets x100
141,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",42,Diabetmin 500mg Tablets x100,1,Ibucap Forte Capsule x10
142,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",43,Felxicam 20mg Capsules x100,1,Gestid 200ml Suspension
143,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",44,Danacid Tablets x96,1,Em-Vit-C 100ml Syrup
144,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",45,De-Deon's Syrup 150ml,1,Emzor Paracetamol 500mg Tablets x96
145,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",46,Emzolyn Cough Syrup Child,1,Panda Paracetamol 15ml Drops
146,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",47,Hydrex Tablet x100,1,Moko GV
147,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",48,Flagyl 4% 60ml Suspension,1,Panadol Extra
148,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",49,Amoxil Unbranded 250mg Capsules x100,1,Pocco Amlodipine 10mg Tablets x28
149,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",50,Sudrex 500mg/30mg Tablets x20,1,Calcitone Tabs 100
150,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",51,Neo-Presol Acne/After Shave Lotion 25ml,1,Alabukun (Powder)  - 1x10 Pack
151,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",52,Advant Tab 16mg,1,P-Alaxin 40/320mg Tablets x9
152,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",53,Moko Iodine,1,Ors G Oral
153,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",54,Tutolin Expectorant x100ml,1,Tribotan Child
154,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",55,Tutolin Children Cough Syrup x100ml,1,Amatem  20/120mg x18 Softgels
155,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",56,Kiss Condoms,1,Lonart 20/120mg 60ml Suspension
156,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",57,Bonduretic Tablets x100,1,Mycoten V Cream
157,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",58,Zyncet 5mg/5ml 60ml Suspension,1,Gestid Tablets x20
158,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",59,Loratadine 5mg Tablets x100 (SIVO),1,NGC Cough Syrup (Adult) x100ml
159,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",60,Calgovite Vitamin C (High Strenght ) 1000mg 1 X 20 Effervescent Tablets,1,Ferrotogen Tonic 200ml
160,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",61,Ciprobon 500mg Caplets x10,1,ABF-3 Cream 20g
161,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",62,Zoxine 20/120mg Tablets x24,1,Astyfer Tonic x200ml
162,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",63,Cenox Tablets x10,1,Silverbird Eucalyptus Oil
163,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",64,Daravite Forte Capsules x50,1,Yeast Tablets x100
164,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",65,Emcap Paracetamol 500mg Caplets x100,1,Bondoment  x100 Tablet
165,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",66,Gvither Plus Tablets,1,Gascol Suspension x150ml
166,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",67,Piroxicam Injection 10mg/2ml - 1x10 Ampoules,1,Mycoten 20g Cream
167,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",68,Nurofen 200mg - 1x10 Caplets,1,Tuxil D Children Cough Syrup
168,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",69,Fortified Procaine Penicillin -x10 Vials,1,Tab Boska x20
169,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",70,Enat 400mg x30 Capsules,1,Tuxil-N Syrup Child 100ml
170,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",71,Krishacid 96 Tablets,1,Syr Astymin x200ml
171,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",72,Synriam 150/750mg Tablets x3,1,Pocco Lisinopril 5mg Tablets x28
172,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",73,Panfor SR 500mg Tablet x100,1,Flucor Day Capsules
173,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",74,Dabur Herbal Toothpaste 140g,1,Fleming 457mg/5ml Suspension
174,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",75,Reload Men 50+ Tablets x30,1,Fleming 228.5mg/5ml Suspension
175,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",1,Gold Circle (Old) x24,79,Panadol (Regular) 500mg 10x10
176,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",2,Aboniki Balm,79,Artequick 62.5/375mg Tablets x4
177,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",3,Tab Sudrex 500mg/30mg,61,Loratadine (Afrab) Syrup 60ml
178,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",4,Bonababe Syrup,55,Gestid Tablets x20
179,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",5,Lofnac Tablets x10,50,Lofnac Plus Tablets x10
180,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",6,Tab Paracetamol (M&B) 500mg x96,49,Astyfer Tonic x200ml
181,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",7,NGC Cough Syrup (Adult) x100ml,39,Ciprotab 500mg Tablets x14
182,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",8,Babyrex Baby Mixture x60ml,32,Cotton Wool 300g
183,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",9,Coflin Cough Linctus x100ml,31,Gold circle flex
184,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",10,Visita Plus 30g Cream,29,Amoxicillin (Unbranded) 500mg Capsules x100
185,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",11,Amalar 500/25mg Tablets x50,28,Clartem 20/120mg Tablets x24
186,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",12,Postpill 150mcg Tablet,28,Cotton wool 100g
187,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",13,Postinor 2,24,Procold Tablet x25
188,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",14,Brustan-N 100mg/5ml Suspension x100ml,23,Zolat 100mg/5ml Suspension x20ml
189,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",15,Funbact A 30g Cream,23,Pectol x50
190,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",16,Amatem 80/480 Softgel x6,23,Allergin 5mg/5ml Syrup 60ml
191,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",17,Tab Boska x20,23,Arthemed 80/480mg Tablets x6
192,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",18,Emzor Paracetamol 500mg Tablets x96,22,Ciprotab 500mg Tablets x10
193,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",19,Ors G Oral,22,Fleming 625mg x14
194,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",20,M&B Paracetamol Syrup 1 X 60ml Bottle,21,Clofenac 50mg Tablets x100
195,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",21,Gestid 200ml Suspension,20,Neoskin Triple Action Cream 30g
196,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",22,Fire Xtra Condoms x3,20,Daravit Capsules x30
197,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",23,Syrup Paracetamol 125mg/5ml (Emzor),19,Tab Loxagyl 400mg
198,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",24,Pyrantrin Tablet x6,19,Beehive Balsam Cough Syrup x200ml
199,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",25,Lonart DS 80/480mg Tablets x6,18,Emal Injection 150mg/2ml x3
200,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",26,Emzolyn Cough Syrup Adult,18,Piriton Expectorant Adult
201,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",27,Neofylin Cough Syrup,18,Tribotan Child
202,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",28,NGC Cough Syrup (Child) x100ml,17,Ampiclox (Unbranded) 500mg Capsules x100
203,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",29,menthodex,17,Fleming 228.5mg/5ml Suspension
204,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",30,Fidson Paracetamol 500mg Tablets x96,17,Cenox Tablets x10
205,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",31,Gestid 100ml Suspension,16,Kacham Caplets x20
206,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",32,Swidar 500/25mg x3,15,Swifen Suspension 100ml
207,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",33,Coflin Expectorant x100ml,14,Pocco Amlodipine 10mg Tablets x28
208,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",34,Bunto blood Tonic x300ml,13,Ketofung 20g Cream
209,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",35,D-Koff 100ml Expectorant ,13,Emtrisil Suspension 200ml
