,location_id,rank,true product,true product's sold_count,predicted new product
50,"""01aa6102-a054-4f25-a747-a39a4ea86769""",51,Nelbcam Piroxicam,4,Artequick 62.5/375mg Tablets x4
51,"""01aa6102-a054-4f25-a747-a39a4ea86769""",52,MIM Capsules x30,4,Jawaron Capsules 10 x 10
52,"""01aa6102-a054-4f25-a747-a39a4ea86769""",53,Fesulf Satchet x100,4,Felvin 20mg Capsules x100
53,"""01aa6102-a054-4f25-a747-a39a4ea86769""",54,Bond Paracetamol 500mg Tablets x96,4,Neurogesic Ointment 35g
54,"""01aa6102-a054-4f25-a747-a39a4ea86769""",55,Emzor Paracetamol 500mg Tablets x96,3,Postpill 150mcg Tablet
55,"""01aa6102-a054-4f25-a747-a39a4ea86769""",56,Cream Skineal x15g,3,Afrabvite 15ml Drop
56,"""01aa6102-a054-4f25-a747-a39a4ea86769""",57,Syr Astymin x200ml,3,Mycoten 20g Cream
57,"""01aa6102-a054-4f25-a747-a39a4ea86769""",58,Ors G Oral,3,Clofenac 100mg Tablets x100
58,"""01aa6102-a054-4f25-a747-a39a4ea86769""",59,Woodward's Gripe Water (Big Size) 150ml,3,Arenax Plus Forte 80/480mg Tablets x6
59,"""01aa6102-a054-4f25-a747-a39a4ea86769""",60,Coflin Expectorant x100ml,3,Omega H3 Capsules x30
60,"""01aa6102-a054-4f25-a747-a39a4ea86769""",61,Tab Loxagyl 400mg,3,Mycoten V Cream
61,"""01aa6102-a054-4f25-a747-a39a4ea86769""",62,De-Deon's Syrup 280ml,3,Gestid Tablets x20
62,"""01aa6102-a054-4f25-a747-a39a4ea86769""",63,Emzolyn Cough Syrup Adult,3,Camosunate 300mg/100mg (7-13years)
63,"""01aa6102-a054-4f25-a747-a39a4ea86769""",64,Vitamin C Drops,3,Yeast Tablets x1000
64,"""01aa6102-a054-4f25-a747-a39a4ea86769""",65,Moko Iodine,3,Diastop 100ml Suspension 
65,"""01aa6102-a054-4f25-a747-a39a4ea86769""",66,Tuxil N Adult Cough Syrup,3,Clofenac 50mg Tablets x100
66,"""01aa6102-a054-4f25-a747-a39a4ea86769""",67,Hydrocortisone 15g Cream,3,Silverbird Eucalyptus Oil
67,"""01aa6102-a054-4f25-a747-a39a4ea86769""",68,Amatem  20/120mg x12 Softgels,3,Vitamin C (Chewable) x1000
68,"""01aa6102-a054-4f25-a747-a39a4ea86769""",69,Lofnac Gel 30g,3,Camosunate Adult 300/100mg Tablets x12
69,"""01aa6102-a054-4f25-a747-a39a4ea86769""",70,Orheptal Tonic 300ml,3,Ibex 200mg Capsules x24
70,"""01aa6102-a054-4f25-a747-a39a4ea86769""",71,AfrabVite Multivitamin Syrup 100ml,3,Em-B-Plex 100ml Syrup
71,"""01aa6102-a054-4f25-a747-a39a4ea86769""",72,Bunto Syrup Tonic 1L,3,Chlorpheniramine 4mg Tablet (Emzor) x100
72,"""01aa6102-a054-4f25-a747-a39a4ea86769""",73,Vitamin C Tab x 100 Coloured,3,Man G Sildenafil 100mg Tablets x4
73,"""01aa6102-a054-4f25-a747-a39a4ea86769""",74,Piscof Syrup,3,Coartem 80/480mg Tablets x6
74,"""01aa6102-a054-4f25-a747-a39a4ea86769""",75,Super Apeti 2 x 10 Tablets,3,Neurogesic Extra 85g Ointment
75,"""01aa6102-a054-4f25-a747-a39a4ea86769""",76,Exiplon Adult Cough Syrup 100ml ,3,Lodium Capsules x100
76,"""01aa6102-a054-4f25-a747-a39a4ea86769""",77,Exiplon Children Cough Syrup ,3,Postinor 2
77,"""01aa6102-a054-4f25-a747-a39a4ea86769""",78,Em-Vit-C 100ml Syrup,2,Lonart DS 80/480mg Tablets x6
78,"""01aa6102-a054-4f25-a747-a39a4ea86769""",79,Funbact A 30g Cream,2,Abidec Multivitamin Drops
79,"""01aa6102-a054-4f25-a747-a39a4ea86769""",80,Gestid 200ml Suspension,2,NCP Antiseptic Liquid 200ml
80,"""01aa6102-a054-4f25-a747-a39a4ea86769""",81,Methylated Spirit (Moko) x200ml,2,Neofylin Cough Syrup
81,"""01aa6102-a054-4f25-a747-a39a4ea86769""",82,Panadol (Regular) 500mg 10x10,2,Bonadol 100ml Syrup
82,"""01aa6102-a054-4f25-a747-a39a4ea86769""",83,Tribotan Child,2,ABF-3 Cream 20g
83,"""01aa6102-a054-4f25-a747-a39a4ea86769""",84,Panadol Extra,2,Ciprofloxacin Infusion x1
84,"""01aa6102-a054-4f25-a747-a39a4ea86769""",85,Daravit Capsules x30,2,Day by Day Vitamin C Glucose x20
85,"""01aa6102-a054-4f25-a747-a39a4ea86769""",86,Coflin Cough Linctus x100ml,2,Bromex Plus 100ml Cough Syrup 
86,"""01aa6102-a054-4f25-a747-a39a4ea86769""",87,Lonart 20/120mg 60ml Suspension,2,Moko Calamine 100ml Lotion
87,"""01aa6102-a054-4f25-a747-a39a4ea86769""",88,Bunto Blood Caps x100,2,Fiesta Prolong
88,"""01aa6102-a054-4f25-a747-a39a4ea86769""",89,Dolo-Meta B x100,2,Chemiron Blood Tonic 200ml
89,"""01aa6102-a054-4f25-a747-a39a4ea86769""",90,De-Deon's Syrup 150ml,2,Shal'artem 80/480mg Tablets x6
90,"""01aa6102-a054-4f25-a747-a39a4ea86769""",91,Emzolyn Cough Syrup Child,2,Astymin Capsules x20
91,"""01aa6102-a054-4f25-a747-a39a4ea86769""",92,NGC - Valgin Tabs 10X100,2,Cal D3 Plus Caplets x30
92,"""01aa6102-a054-4f25-a747-a39a4ea86769""",93,Bond Vitamin C 100mg Tablets x1000 (White),2,Amatem 80/480 Softgel x6
93,"""01aa6102-a054-4f25-a747-a39a4ea86769""",94,Tuxil D Children Cough Syrup,2,Fiesta Ribbed
94,"""01aa6102-a054-4f25-a747-a39a4ea86769""",95,Tuxil-N Syrup Child 100ml,2,Obron 6 Capsule x30
95,"""01aa6102-a054-4f25-a747-a39a4ea86769""",96,Acneaway Cream 20g,2,Amatem Forte 80/480mg tablets x6
96,"""01aa6102-a054-4f25-a747-a39a4ea86769""",97,Em-B-Plex Tablets x100,2,Fiesta Original Black
97,"""01aa6102-a054-4f25-a747-a39a4ea86769""",98,Epiderm Cream 30g,2,Emzor Paracetamol Drop 100mg/ml 15ml
98,"""01aa6102-a054-4f25-a747-a39a4ea86769""",99,Vamiron Tonic  - 1 x 200ml Syrup,2,Emtrisil Suspension 200ml
99,"""01aa6102-a054-4f25-a747-a39a4ea86769""",100,No Pain Tablets x100,2,Dr Meyer's Becombion 150ml Syrup
100,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",1,Ibucap x20,5,CAC 1000 Sandoz Effervescent Tablets
101,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",2,Lofnac Tablets x10,5,Bunto Blood Caps x100
102,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",3,Nutravit Syrup 100ml,5,De-Deon's Syrup 280ml
103,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",4,Chlorpheniramine 10mg/ml Injection x10,5,Folic acid + B12 Tablets (Dr Meyer's) x100
104,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",5,Fleming 1000mg x14,4,Camosunate Children 150mg/50mg Tablets (1-6years) x6
105,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",6,Imodium 2mg Capsules x6,4,M&B Paracetamol Syrup 1 X 60ml Bottle
106,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",7,Zentel 200mg Tablets x2,3,Emzor Paracetamol 500mg Tablets x96
107,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",8,Woodward's Gripe Water (Big Size) 150ml,3,Ferrotogen Tonic 200ml
108,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",9,Actifed Tablets,3,Meprasil x20
109,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",10,Zinnat Tablets 500mg x10,3,Erythromicin 500mg tablets
110,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",11,K-Y Jelly 50g,3,Vasoprin 75mg Tablets x100
111,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",12,Lincomman Capsules x12,3,Plagerine 75mg Tabs x30
112,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",13,Hovimax 250mg Tablets x6,3,Spartan C 100mg Tablets (White) x100
113,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",14,Ascomed Vitamin C 100mg (Chewable) Tablets x100,3,Pocco Amlodipine 10mg Tablets x28
114,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",15,Lonart DS 80/480mg Tablets x6,2,Postinor 2
115,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",16,Coflin Cough Linctus x100ml,2,Betawoman x30
116,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",17,Gynaecocid Tabs,2,Ampiclox (Unbranded) 500mg Capsules x100
117,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",18,Coartem 20/120mg x6 Tablets,2,Lisinopril 10mg (Pocco) Tablets  x28
118,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",19,Lokmal QS Combi,2,Ciprotab 500mg Tablets x10
119,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",20,Wellwoman Original Tablets x30,2,Bunto blood Tonic x300ml
120,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",21,Meyer's B-Complex Tabs x100,2,ABF-3 Cream 20g
121,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",22,Lofnac Plus Tablets x10,2,Pectol x50
122,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",23,Neurovite Forte Tablet x100,2,Amatem Forte 80/480mg tablets x6
123,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",24,Anorol 10x10 Tab,2,Lonart 20/120mg Tablets x24
124,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",25,Dermazin Cream 50g Cream,2,Tab Brustan-N
125,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",26,Orphesic x100 Tablets,2,Glucophage 500mg Tablets x30
126,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",27,Biocine 500mg Capsules x20,2,Abidec Multivitamin Drops
127,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",28,Rophegan Promethazine 100ml Syrup,2,PT Strip
128,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",29,Nature's Field Vitamin C 1000mg Tablets 1x10x10,2,Yoyo Bitters 200ml
129,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",30,Syrup Paracetamol 125mg/5ml (Emzor),1,Camosunate 300mg/100mg (7-13years)
130,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",31,Ruzu Bitters x200ml,1,Amalar 500/25mg Tablets x3
131,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",32,Tab Loxagyl 400mg,1,Amatem 80/480 Softgel x6
132,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",33,Livolin Forte Capsules x30,1,Funbact A 30g Cream
133,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",34,Omega H3 Capsules x30,1,Aboniki Balm
134,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",35,Well Woman Plus + Omega 3 x60,1,Coartem 80/480mg Tablets x6
135,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",36,Strepsils (Honey and Lemon) ×24,1,Cenox-TN Tabets x10
136,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",37,Bonababe Syrup,1,Reichamox 500mg Capsules
137,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",38,Cenpain Night,1,Fleming 457mg/5ml Suspension
138,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",39,Strepsils (Orange + Vitamin C) x24,1,Tab Paracetamol (M&B) 500mg x96
139,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",40,Strepsils (Intensive) ×16,1,Oceanic Cod Liver Oil 1000mg Capsules x30
140,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",41,Tab Vega 100,1,Zoxine DS 80/480mg Tablets x6
141,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",42,Diabetmin 500mg Tablets x100,1,Menthodex Syrup
142,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",43,Felxicam 20mg Capsules x100,1,Coartem 20/120mg Tablets x24 Green
143,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",44,Danacid Tablets x96,1,Tab Glucophage 1000mg
144,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",45,De-Deon's Syrup 150ml,1,Brustan-N 100mg/5ml Suspension x100ml
145,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",46,Emzolyn Cough Syrup Child,1,Fleming 625mg x14
146,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",47,Hydrex Tablet x100,1,Postpill 150mcg Tablet
147,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",48,Flagyl 4% 60ml Suspension,1,Dolo-Meta B x100
148,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",49,Amoxil Unbranded 250mg Capsules x100,1,Ciprotab 500mg Tablets x14
149,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",50,Sudrex 500mg/30mg Tablets x20,1,Alabukun (Powder)  - 1x10 Pack
150,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",51,Neo-Presol Acne/After Shave Lotion 25ml,1,Amatem  20/120mg x18 Softgels
151,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",52,Advant Tab 16mg,1,Nifedin Dexcel 20mg Tablets x30
152,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",53,Moko Iodine,1,Amatem 20/120mg x24 Softgels
153,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",54,Tutolin Expectorant x100ml,1,Cataflam Tablets 50mg x100
154,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",55,Tutolin Children Cough Syrup x100ml,1,Methylated Spirit (Moko) x200ml
155,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",56,Kiss Condoms,1,Fleming 228.5mg/5ml Suspension
156,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",57,Bonduretic Tablets x100,1,Amoxicillin (Unbranded) 500mg Capsules x100
157,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",58,Zyncet 5mg/5ml 60ml Suspension,1,Babyrex Baby Mixture x60ml
158,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",59,Loratadine 5mg Tablets x100 (SIVO),1,Clavulin 625mg Tablets x14
159,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",60,Calgovite Vitamin C (High Strenght ) 1000mg 1 X 20 Effervescent Tablets,1,Gentamicin 80mg/2ml Injection x10
160,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",61,Ciprobon 500mg Caplets x10,1,Axacef 500mg Tablets
161,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",62,Zoxine 20/120mg Tablets x24,1,Neofylin Cough Syrup
162,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",63,Cenox Tablets x10,1,Primolut N 5mg Tablets x30
163,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",64,Daravite Forte Capsules x50,1,Yeast Tablets x100
164,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",65,Emcap Paracetamol 500mg Caplets x100,1,Aldomet 250mg Tablets x60
165,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",66,Gvither Plus Tablets,1,Ulsakit Capsule x42
166,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",67,Piroxicam Injection 10mg/2ml - 1x10 Ampoules,1,Daflon 500mg Tablets x15
167,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",68,Nurofen 200mg - 1x10 Caplets,1,Krishat Diclofenac Injection
168,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",69,Fortified Procaine Penicillin -x10 Vials,1,Cefuroxime 125mg/5ml (Fidson) 70ml Suspension
169,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",70,Enat 400mg x30 Capsules,1,Flucor Day Capsules
170,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",71,Krishacid 96 Tablets,1,Clofenac 50mg Tablets x100
171,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",72,Synriam 150/750mg Tablets x3,1,ADAY Kit Tablets x3
172,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",73,Panfor SR 500mg Tablet x100,1,Em-Vit-C 100ml Syrup
173,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",74,Dabur Herbal Toothpaste 140g,1,Rycin 500mg Tablets
174,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",75,Reload Men 50+ Tablets x30,1,Topmal 80/480mg Tablets x6
175,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",1,Gold Circle (Old) x24,79,Loratadine (Afrab) Syrup 60ml
176,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",2,Aboniki Balm,79,Panadol (Regular) 500mg 10x10
177,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",3,Tab Sudrex 500mg/30mg,61,Clartem 20/120mg Tablets x24
178,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",4,Bonababe Syrup,55,Procold Tablet x25
179,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",5,Lofnac Tablets x10,50,Lofnac Plus Tablets x10
180,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",6,Tab Paracetamol (M&B) 500mg x96,49,Cotton Wool 300g
181,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",7,NGC Cough Syrup (Adult) x100ml,39,Daravit Capsules x30
182,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",8,Babyrex Baby Mixture x60ml,32,Tribotan Child
183,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",9,Coflin Cough Linctus x100ml,31,Emtrisil Suspension 200ml
184,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",10,Visita Plus 30g Cream,29,Arthemed 80/480mg Tablets x6
185,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",11,Amalar 500/25mg Tablets x50,28,Artequick 62.5/375mg Tablets x4
186,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",12,Postpill 150mcg Tablet,28,Cotton wool 100g
187,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",13,Postinor 2,24,Zolat 100mg/5ml Suspension x20ml
188,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",14,Brustan-N 100mg/5ml Suspension x100ml,23,Bond Paracetamol 500mg Tablets x96
189,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",15,Funbact A 30g Cream,23,Gold circle flex
190,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",16,Amatem 80/480 Softgel x6,23,Gestid Tablets x20
191,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",17,Tab Boska x20,23,Pectol x50
192,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",18,Emzor Paracetamol 500mg Tablets x96,22,Astyfer Tonic x200ml
193,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",19,Ors G Oral,22,Pyrantrin 15ml Suspension
194,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",20,M&B Paracetamol Syrup 1 X 60ml Bottle,21,Brustan-N 60ml Syrup
195,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",21,Gestid 200ml Suspension,20,Piriton Expectorant Adult
196,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",22,Fire Xtra Condoms x3,20,Emal Injection 150mg/2ml x3
197,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",23,Syrup Paracetamol 125mg/5ml (Emzor),19,Camosunate Adult 300/100mg Tablets x12
198,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",24,Pyrantrin Tablet x6,19,Polyfort Gel 200ml Suspension
199,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",25,Lonart DS 80/480mg Tablets x6,18,Ferobin Tonic 200ml Syrup
200,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",26,Emzolyn Cough Syrup Adult,18,Yeast Tablets x100
201,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",27,Neofylin Cough Syrup,18,Bond Paracetamol 60ml Syrup
202,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",28,NGC Cough Syrup (Child) x100ml,17,Strepsils (Orange + Vitamin C) x24
203,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",29,menthodex,17,SKG Paracetamol 500mg Tablets x96
204,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",30,Fidson Paracetamol 500mg Tablets x96,17,Fiesta Ribbed
205,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",31,Gestid 100ml Suspension,16,Allergin 5mg/5ml Syrup 60ml
206,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",32,Swidar 500/25mg x3,15,Syringe 2ml
207,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",33,Coflin Expectorant x100ml,14,Rophegan Promethazine 100ml Syrup
208,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",34,Bunto blood Tonic x300ml,13,Emzoron Blood Tonic 200ml
209,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",35,D-Koff 100ml Expectorant ,13,Bonakoff 100ml Expectorant
