,location_id,rank,true product,true product's sales,predicted product,predicted product's true sales,predicted product's true rank
79,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",30,Syrup Paracetamol 125mg/5ml (Emzor),1.0,Bunto blood Tonic x300ml,,
80,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",31,Ruzu Bitters x200ml,1.0,Fleming 1000mg x14,4.0,5
81,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",32,Tab Loxagyl 400mg,1.0,Actifed Tablets,3.0,9
82,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",33,Livolin Forte Capsules x30,1.0,Lonart DS 80/480mg Tablets x6,2.0,15
83,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",34,Omega H3 Capsules x30,1.0,ABF-3 Cream 20g,,
84,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",35,Well Woman Plus + Omega 3 x60,1.0,Pectol x50,,
85,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",36,Strepsils (Honey and Lemon) ×24,1.0,Amatem Forte 80/480mg tablets x6,,
86,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",37,Bonababe Syrup,1.0,Lonart 20/120mg Tablets x24,,
87,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",38,Cenpain Night,1.0,Neo-Presol Acne/After Shave Lotion 25ml,1.0,51
88,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",39,Strepsils (Orange + Vitamin C) x24,1.0,K-Y Jelly 50g,3.0,11
89,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",40,Strepsils (Intensive) ×16,1.0,Tab Brustan-N,,
90,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",41,Tab Vega 100,1.0,Glucophage 500mg Tablets x30,,
91,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",42,Diabetmin 500mg Tablets x100,1.0,Abidec Multivitamin Drops,,
92,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",43,Felxicam 20mg Capsules x100,1.0,Lofnac Plus Tablets x10,2.0,22
93,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",44,Danacid Tablets x96,1.0,PT Strip,,
94,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",45,De-Deon's Syrup 150ml,1.0,Yoyo Bitters 200ml,,
95,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",46,Emzolyn Cough Syrup Child,1.0,Camosunate 300mg/100mg (7-13years),,
96,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",47,Hydrex Tablet x100,1.0,Amalar 500/25mg Tablets x3,,
97,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",48,Flagyl 4% 60ml Suspension,1.0,Amatem 80/480 Softgel x6,,
98,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",49,Amoxil Unbranded 250mg Capsules x100,1.0,Funbact A 30g Cream,,
99,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",50,Sudrex 500mg/30mg Tablets x20,1.0,Anorol 10x10 Tab,2.0,24
100,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",1,Gold Circle (Old) x24,79.0,Swidar 500/25mg x3,15.0,32
101,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",2,Aboniki Balm,79.0,Loratadine (Afrab) Syrup 60ml,,
102,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",3,Tab Sudrex 500mg/30mg,61.0,Panadol (Regular) 500mg 10x10,,
103,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",4,Bonababe Syrup,55.0,EmVite Multivitamin Syrup x100ml,12.0,39
104,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",5,Lofnac Tablets x10,50.0,Syrup Paracetamol 125mg/5ml (Emzor),19.0,23
105,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",6,Tab Paracetamol (M&B) 500mg x96,49.0,D-Koff 100ml Expectorant ,13.0,35
106,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",7,NGC Cough Syrup (Adult) x100ml,39.0,Zolat 200mg Tablets x2,6.0,63
107,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",8,Babyrex Baby Mixture x60ml,32.0,Em-Vit-C 100ml Syrup,8.0,54
108,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",9,Coflin Cough Linctus x100ml,31.0,Ors G Oral,22.0,19
109,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",10,Visita Plus 30g Cream,29.0,Babyrex Baby Mixture x60ml,32.0,8
110,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",11,Amalar 500/25mg Tablets x50,28.0,Cream Skineal x15g,12.0,38
111,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",12,Postpill 150mcg Tablet,28.0,Postpill 150mcg Tablet,28.0,12
112,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",13,Postinor 2,24.0,Alabukun (Powder)  - 1x10 Pack,11.0,44
113,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",14,Brustan-N 100mg/5ml Suspension x100ml,23.0,Gascol Suspension x150ml,7.0,59
114,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",15,Funbact A 30g Cream,23.0,Tab Boska x20,23.0,17
115,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",16,Amatem 80/480 Softgel x6,23.0,Emzolyn Cough Syrup Child,12.0,40
116,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",17,Tab Boska x20,23.0,Funbact A 30g Cream,23.0,15
117,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",18,Emzor Paracetamol 500mg Tablets x96,22.0,Coflin Expectorant x100ml,14.0,33
118,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",19,Ors G Oral,22.0,Aboniki Balm,79.0,2
119,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",20,M&B Paracetamol Syrup 1 X 60ml Bottle,21.0,Methylated Spirit (Moko) x200ml,7.0,58
120,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",21,Gestid 200ml Suspension,20.0,Gestid 200ml Suspension,20.0,21
121,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",22,Fire Xtra Condoms x3,20.0,Lokmal QS Combi,6.0,62
122,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",23,Syrup Paracetamol 125mg/5ml (Emzor),19.0,Clartem 20/120mg Tablets x24,,
123,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",24,Pyrantrin Tablet x6,19.0,Neofylin Cough Syrup,18.0,27
124,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",25,Lonart DS 80/480mg Tablets x6,18.0,Tab Mixagrip,2.0,90
125,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",26,Emzolyn Cough Syrup Adult,18.0,Coflin Cough Linctus x100ml,31.0,9
126,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",27,Neofylin Cough Syrup,18.0,Lonart 20/120mg 60ml Suspension,9.0,51
127,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",28,NGC Cough Syrup (Child) x100ml,17.0,NGC Cough Syrup (Adult) x100ml,39.0,7
128,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",29,menthodex,17.0,Bonababe Syrup,55.0,4
129,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",30,Fidson Paracetamol 500mg Tablets x96,17.0,Procold Tablet x25,,
130,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",31,Gestid 100ml Suspension,16.0,Tab Paracetamol (M&B) 500mg x96,49.0,6
131,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",32,Swidar 500/25mg x3,15.0,Lofnac Plus Tablets x10,,
132,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",33,Coflin Expectorant x100ml,14.0,Cotton Wool 300g,,
133,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",34,Bunto blood Tonic x300ml,13.0,Gestid 100ml Suspension,16.0,31
134,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",35,D-Koff 100ml Expectorant ,13.0,Lofnac Tablets x10,50.0,5
135,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",36,Camosunate Children 150mg/50mg Tablets (1-6years) x6,12.0,Pyrantrin Tablet x6,19.0,24
136,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",37,K-Y Jelly 50g,12.0,Lonart DS 80/480mg Tablets x6,18.0,25
137,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",38,Cream Skineal x15g,12.0,Tab Sudrex 500mg/30mg,61.0,3
138,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",39,EmVite Multivitamin Syrup x100ml,12.0,NGC Cough Syrup (Child) x100ml,17.0,28
139,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",40,Emzolyn Cough Syrup Child,12.0,Daravit Capsules x30,,
140,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",41,ORS + Zinc x1 ,12.0,Tutolin Expectorant x100ml,10.0,48
141,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",42,Tutolin Children Cough Syrup x100ml,12.0,Amatem 80/480 Softgel x6,23.0,16
142,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",43,Emgyl 200mg/5ml Suspension 60ml,11.0,Lofnac Gel 30g,9.0,53
143,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",44,Alabukun (Powder)  - 1x10 Pack,11.0,Lonart 20/120mg Tablets x24,1.0,110
144,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",45,Fire Xtacy Condoms x3,11.0,Syr Astymin x200ml,3.0,81
145,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",46,Panadol Extra,10.0,Day by Day Vitamin C Glucose x20,1.0,109
146,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",47,Bunto Blood Caps x100,10.0,Emzolyn Cough Syrup Adult,18.0,26
147,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",48,Tutolin Expectorant x100ml,10.0,Gold Circle (Old) x24,79.0,1
148,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",49,Maldox 500/25mg Tablets x3,10.0,Amalar 500/25mg Tablets x50,28.0,11
149,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",50,Cyprivite 200ml Syrup,10.0,Tribotan Child,,
150,"""024cb024-0402-491d-aaac-e4b65709725c""",1,Tab Vega 100,70.0,Gestid 200ml Suspension,,
151,"""024cb024-0402-491d-aaac-e4b65709725c""",2,Ors G Oral,56.0,Emzor Paracetamol 500mg Tablets x96,40.0,3
152,"""024cb024-0402-491d-aaac-e4b65709725c""",3,Emzor Paracetamol 500mg Tablets x96,40.0,Kiss Condoms,,
153,"""024cb024-0402-491d-aaac-e4b65709725c""",4,Zentel 200mg Tablets x2,40.0,Bonababe Syrup,,
154,"""024cb024-0402-491d-aaac-e4b65709725c""",5,Evan Levofloxacin 500mg Tablets x10,40.0,Emzolyn Cough Syrup Adult,10.0,26
155,"""024cb024-0402-491d-aaac-e4b65709725c""",6,Pyrantrin Tablet x6,25.0,Loratyn 10mg Tablets x100,,
156,"""024cb024-0402-491d-aaac-e4b65709725c""",7,Postinor 2,24.0,Panadol Extra,,
157,"""024cb024-0402-491d-aaac-e4b65709725c""",8,Robb Balm (Bottle),24.0,Em-Vit-C 100ml Syrup,20.0,9
158,"""024cb024-0402-491d-aaac-e4b65709725c""",9,Em-Vit-C 100ml Syrup,20.0,Zolat 200mg Tablets x2,,
159,"""024cb024-0402-491d-aaac-e4b65709725c""",10,Piriton Expectorant Adult,20.0,Funbact A 30g Cream,12.0,18
160,"""024cb024-0402-491d-aaac-e4b65709725c""",11,Tab Boska x20,20.0,Postinor 2,24.0,7
161,"""024cb024-0402-491d-aaac-e4b65709725c""",12,Babyrex Baby Mixture x60ml,20.0,Panadol (Regular) 500mg 10x10,,
162,"""024cb024-0402-491d-aaac-e4b65709725c""",13,Endix G Cream,20.0,Cream Skineal x15g,19.0,15
163,"""024cb024-0402-491d-aaac-e4b65709725c""",14,Arenax Plus Forte 80/480mg Tablets x6,20.0,Camosunate 300mg/100mg (7-13years),10.0,24
164,"""024cb024-0402-491d-aaac-e4b65709725c""",15,Cream Skineal x15g,19.0,Actifed Tablets,8.0,33
165,"""024cb024-0402-491d-aaac-e4b65709725c""",16,Tab Sudrex 500mg/30mg,19.0,Camosunate Children 150mg/50mg Tablets (1-6years) x6,10.0,23
166,"""024cb024-0402-491d-aaac-e4b65709725c""",17,Coflin Expectorant x100ml,19.0,Emzolyn Cough Syrup Child,,
167,"""024cb024-0402-491d-aaac-e4b65709725c""",18,Funbact A 30g Cream,12.0,Lonart DS 80/480mg Tablets x6,,
168,"""024cb024-0402-491d-aaac-e4b65709725c""",19,Aboniki Balm,12.0,Zolat 100mg/5ml Suspension x20ml,7.0,36
169,"""024cb024-0402-491d-aaac-e4b65709725c""",20,Lofnac Gel 30g,12.0,Pyrantrin Tablet x6,25.0,6
170,"""024cb024-0402-491d-aaac-e4b65709725c""",21,Visita Plus 30g Cream,11.0,Pectol x50,1.0,59
171,"""024cb024-0402-491d-aaac-e4b65709725c""",22,Beehive Balsam Cough Syrup x200ml,10.0,Amatem 80/480 Softgel x6,,
172,"""024cb024-0402-491d-aaac-e4b65709725c""",23,Camosunate Children 150mg/50mg Tablets (1-6years) x6,10.0,De-Deon's Syrup 150ml,,
173,"""024cb024-0402-491d-aaac-e4b65709725c""",24,Camosunate 300mg/100mg (7-13years),10.0,Em Vit C 100mg (White) Tablets x100,,
174,"""024cb024-0402-491d-aaac-e4b65709725c""",25,Camosunate Adult 300/100mg Tablets x12,10.0,Clartem 20/120mg Tablets x24,,
175,"""024cb024-0402-491d-aaac-e4b65709725c""",26,Emzolyn Cough Syrup Adult,10.0,Coartem 80/480mg Tablets x6,,
176,"""024cb024-0402-491d-aaac-e4b65709725c""",27,Misofem x12,10.0,Brustan-N 100mg/5ml Suspension x100ml,,
177,"""024cb024-0402-491d-aaac-e4b65709725c""",28,Em-Vit C 100mg (Coloured) Tablets x100,10.0,Lonart 20/120mg 60ml Suspension,,
178,"""024cb024-0402-491d-aaac-e4b65709725c""",29,Hydrogen Peroxide 100ml ,10.0,Lofnac Gel 30g,12.0,20
179,"""024cb024-0402-491d-aaac-e4b65709725c""",30,Chest and Lungs Tablet,10.0,Synriam 150/750mg Tablets x3,8.0,35
180,"""024cb024-0402-491d-aaac-e4b65709725c""",31,Feed fine 4mg Tablets x30,10.0,Babyrex Baby Mixture x60ml,20.0,12
181,"""024cb024-0402-491d-aaac-e4b65709725c""",32,Gynaecocid Tabs,9.0,Zentel 200mg Tablets x2,40.0,4
182,"""024cb024-0402-491d-aaac-e4b65709725c""",33,Actifed Tablets,8.0,Tab Mixagrip,,
183,"""024cb024-0402-491d-aaac-e4b65709725c""",34,Piriton 4mg tablets x100,8.0,Syrup Paracetamol 125mg/5ml (Emzor),,
184,"""024cb024-0402-491d-aaac-e4b65709725c""",35,Synriam 150/750mg Tablets x3,8.0,M&B Paracetamol Syrup 1 X 60ml Bottle,,
185,"""024cb024-0402-491d-aaac-e4b65709725c""",36,Zolat 100mg/5ml Suspension x20ml,7.0,Acycor Plus 100/500mg Tablets x10,7.0,37
186,"""024cb024-0402-491d-aaac-e4b65709725c""",37,Acycor Plus 100/500mg Tablets x10,7.0,Piriton Expectorant Adult,20.0,10
187,"""024cb024-0402-491d-aaac-e4b65709725c""",38,Clartem 60ml Suspension,7.0,De-Deon's Syrup 280ml,,
188,"""024cb024-0402-491d-aaac-e4b65709725c""",39,Gestid 100ml Suspension,6.0,Gold Circle (Old) x24,,
189,"""024cb024-0402-491d-aaac-e4b65709725c""",40,Astyfer Tonic x200ml,5.0,Cenpain Night,,
190,"""024cb024-0402-491d-aaac-e4b65709725c""",41,Yoyo Bitters 200ml,5.0,Menthodex Syrup,,
191,"""024cb024-0402-491d-aaac-e4b65709725c""",42,Primolut N 5mg Tablets x30,5.0,Aboniki Balm,12.0,19
192,"""024cb024-0402-491d-aaac-e4b65709725c""",43,Brett Mouthwash 200ml,4.0,Procold Tablet x25,1.0,60
